1.1 Edad:,1.2 Género:,3. Evaluación de Habilidades Blandas,"A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Gestión: Gestionar actividades complejas, como proyectos de ingeniería, en el campo de estudio.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Comunicación efectiva: Presentar y defender proyectos técnicos en español e inglés en entornos profesionales.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Liderazgo: Dirigir equipos, organizando tareas y tomando decisiones clave.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Trabajo en equipo: Participar activamente en equipos para resolver problemas de ingeniería.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Ética profesional: Actuar con responsabilidad ética en la toma de decisiones técnicas, respetando normas y compromisos legales.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Responsabilidad social: Considerar aspectos jurídicos, culturales y de sostenibilidad al desarrollar soluciones de ingeniería.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Aprendizaje autónomo: Buscar activamente aprendizaje continuo y desarrollar habilidades profesionales de manera autónoma.]",4. Inserción Laboral,4.1 ¿Actualmente estás trabajando?,4.1.2 País:,4.1.3 ¿A qué tipo pertenece la institución en la que laboras?,4.1.4 Modalidad de trabajo:,4.1.5 ¿Cuánto tiempo lleva trabajando en su empleo actual?,"4.1.6 En una escala del 1 al 4 donde 1 es totalmente sin relación, y 4 es totalmente con relación ¿Cómo calificas la correspondencia entre tu formación académica y tu trabajo actual?",4.1.7 ¿Consideras que la formación académica ha contribuido a un mejor desempeño en tu vida profesional / laboral?,"4.1.8 ¿Consideras que la formación en habilidades blandas (gestión, comunicación efectiva, liderazgo, trabajo en equipo, ética profesional, responsabilidad social, aprendizaje autónomo) recibida en la EPN fue suficiente para enfrentar los desafíos del entorno laboral?",4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Gestión],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Comunicación efectiva],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Liderazgo],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Trabajo en equipo],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Ética profesional],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Responsabilidad social],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Aprendizaje autónomo],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Todas las anteriores],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Otro],4.1.10 ¿Consideras que las prácticas preprofesionales y pasantías han contribuido a un mejor desempeño en tu vida profesional / laboral?,4.1.11 Rango salarial mensual (USD):,4.1.12 ¿Estas actualmente buscando trabajo?,4.1.13 ¿Por cuanto tiempo has estado buscando trabajo?,4.1.14 ¿Ha identificado alguna brecha o déficit en su formación académica que considere ha dificultado su inserción laboral?,"Si respondió ""Sí"", por favor especifique:",4.2 ¿Conoces o has utilizado la Bolsa de Empleo de la EPN?,"6.1 ¿Qué asignaturas te resultaron más relevantes durante la carrera? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Estática, Mecánica de materiales, Dinámica","6.2 ¿Qué temas/áreas/contenido consideras que debieron incluirse en tu proceso de formación? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Importancia de las buenas prácticas de TICS, TICS, Cobit",6.3 ¿Qué recomendaciones darías para mejorar la formación en tu carrera?,6.4 ¿Qué habilidades blandas crees que debieron ser fortalecidas mejor durante tu formación?,"6.5 Si pudieras agregar una habilidad blanda a tu formación académica, ¿cuál sería y cómo la aplicarías en tu carrera profesional?",carrera,anioGraduacion
33,Masculino,,1 (Nada desarrollado),1 (Nada desarrollado),2,1 (Nada desarrollado),3,3,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Más de 2 años,4.0,Si,No,No,No,No,No,No,No,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,"Base de datos distribuidas y no distribuidas, programacion, algoritmos, modelados","trabajo con frameworks backend y frondend, integracion de arquitectura de software en la nube",mejorar la ubicacion de materias en la malla creeria que hay materias que deberian ser dadas en los ultimos semestres como  las bases de datos y modelados ya que principalmente son usados en el area laboral.,todas las anteriores lastimosamente lo unico fue autodidacta ya que la enseñanza es pesima y solo algunos ingenieros son recomendados para dar clases.,liderazgo no autoritarismo que es lo que en realidad hace falta.,(RRA20) COMPUTACIÓN,2025
24,Masculino,,3,2,2,2,3,2,2,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,1.0,No,No,No,No,No,Sí,No,No,Sí,No,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","Programación 1, 2 e Inteligencia Artificial","Buenas prácticas de programación, arquitecturas modernas, frameworks, etc","Cambiar una buena parte de los docentes, sobretodo aquellos con nombramiento. Ya que la calidad de educación que ellos brindan y su predisposición a qué el estudiante aprenda deja mucho que desear.","Todas, comunicación, trabajo en equipo, manejo de emociones frente a retos y frustración",Liderazgo de equipos,(RRA20) SOFTWARE,2025
25,Masculino,,3,4,4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,No,Sí,No,No,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Programación 2, Fundamentos de bases de datos, Metodologías ágiles, Tecnologías de seguridad, Automatización de procesos","Desarrollo de software RPA (Robotic Process Automation), Profundizar en conocimientos de inteligencia artificial",Desarrollar más proyectos e incorporarse a la sociedad,La comunicación efectiva,Ninguna,(RRA20) SOFTWARE,2025
27,Femenino,,4,3,4,5 (Totalmente desarrollado),4,3,4,,Si,Ecuador,Privado,Medio tiempo,Entre 1 y 2 años,3.0,Si,Parcialmente,No,Sí,Sí,Sí,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Logística,  cadena de suministro,  procesos productivos,",ERP,Casos prácticos,Aprendizaje autónomo,Aprendizaje autónomo,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,2025
24,Masculino,,5 (Totalmente desarrollado),3,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,No,No,No,No,Sí,No,No,Sí,No,,Si,De $1001 a $1500,,,,,"b) Sí, pero no la he utilizado","Aplicaciones Web, Aplicaciones Web Avanzadas, Desarrollo de Software Seguro, Bases de datos, Ingeniería de Software","Frameworks, React, Angular, Hacking",Mucho más compromiso de los profesores. El 90% dan clases haciendo el mínimo esfuerzo únicamente para cobrar su inflado salario.  Tuve materias donde los docentes no asistieron a clases por más de la mitad del semestre (es indignante). Llegué a tener laboratorios donde compartíamos una computadora entre 3. Tener los recursos necesarios para poder afrontar todos los alumnos que ingresan debería ser básico.,La comunicación y el liderazgo,Comunicación. La emplearía cada vez que tengo que explicar algún tema en inglés a un cliente que no conoce nada del negocio y necesito ser lo más explicito y detallado posible.,(RRA20) SOFTWARE,2025
25,Masculino,,4,3,4,4,5 (Totalmente desarrollado),4,4,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,Las empresas requieren mucha más experiencia laboral de la que se obtiene mediante las prácticas laborales,"b) Sí, pero no la he utilizado","Metrología, Transferencia de Calor Aplicada, Mecánica de Fluidos, Ciencia de Materiales, Dibujo Mecánico y CAD,  Ingeniería de Mantenimiento, Desgaste y Falla, Ventilación y Aire Acondicionado, Materiales Compuestos, Ensayos no Destructivos","Simulación de sistemas térmicos, Simulación de estructuras","Rehacer los temas abarcados en cada materia, pues en muchas materias existen demasiados temas y ni siquiera se alcanzan a ver, o se ven demasiados temas en muy poco tiempo, complicando el estudio.",Comunicación y Escucha activa,"Comunicación y Escucha activa, la usaría en presentaciones o exposiciones de soluciones ingenieriles en lenguaje común.",(RRA20) MECÁNICA,2025
22,Masculino,,4,4,4,4,4,4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,De 6 meses a 1 año,No,,"d) No, pero me gustaría conocer más sobre cómo acceder","Programación, Tecnologías de la seguridad, Sistemas operativos",Cobit,"Mejorar la infraestructura de la facultad, ya que es la más abandonada de la EPN",Comunicación,"La comunicación, realizar más talleres entre facultades.",(RRA20) DESARROLLO DE SOFTWARE,2025
25,Masculino,,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),1 (Nada desarrollado),1 (Nada desarrollado),1 (Nada desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Más de 2 años,4.0,No,No,No,No,Sí,No,No,No,No,No,,No,Más de $2.000,,,,,c) No la conozco,"Computación distribuida, Inteligencia artificial (solo con Henry Paz), POO",Preocúpense por mejorar las que tienen,Contraten docentes que de verdad tengan conocimiento profundo de los temas.,"Trabajo en equipo, ética profesional.",,(RRA20) COMPUTACIÓN,2025
23,Femenino,,4,3,4,5 (Totalmente desarrollado),4,4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,c) No la conozco,"Mecánica de suelos, Hidrología, Alcantarillado, Estructuras, Vías, Hidráulica",Utilizar casos prácticos y de alta complejidad para fortalecer el conocimiento.,Realizar una evaluación a cada profesor y que se valore la opinión del alumno respecto a la calidad de enseñanza de cada profesor. Hay materias que son importantes y no son enseñadas adecuadamente porque no hay un buen profesor.,"Liderazgo, pensamiento crítico.",Comunicación. Mediante exposiciones o debates.,(RRA20) INGENIERÍA CIVIL,2025
33,Femenino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Mas de 2 años,No,,"d) No, pero me gustaría conocer más sobre cómo acceder",Econometria,Programas de manejo de bases de datos,Más horas de prácticas,No estoy segura,No estoy segura,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,2025
23,Masculino,,4,4,4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Si,Sí,No,No,Sí,Sí,No,Sí,No,,Si,Hasta $460,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Redes ópticas, Antenas, Sistemas Celulares, Microondas, Telemática","Gestión de proyectos, Fiscalización de redes de telecomunicaciones","Enfocar las mallas, especialmente en las materias técnicas, en un aspecto más realista y no centrarse sólo en lo teórico","Exposición de proyectos, justificación de costos, desenvolvimiento en reuniones corporativas","Negociación, para contactar con proveedores y obteneras proyectos",(RRA20) TELECOMUNICACIONES,2025
24,Masculino,,4,3,3,4,3,4,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,No,No,No,No,No,No,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,"Econometria, Finanzas internacionales y Macroeconomía",Temas de ciencia de datos e inteligencia artificial,"Un mejor plan de estudios, acorde a lo que exige hoy el mercado laboral",Liderazgo y comunicación,Proactividad y aprendizaje autónomo,(RRA20) ECONOMÍA,2025
23,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder",Diseño hidráulico y Diseño Estructural,Más materias de suelos,Más convenios para prácticas y proyectos,Comunicación enfocada a proyectos,Comunicación en equipo,(RRA20) INGENIERÍA CIVIL,2025
23,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),3,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,c) No la conozco,Mecanica de Fluidos,Desarrollo en actividades de redes sociales,Ampliación de temas como electrónica,Energías renovables,No estoy seguro,(RRA20) ELECTROMECÁNICA,2025
23,Masculino,,5 (Totalmente desarrollado),4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,No,No,No,No,No,No,No,Sí,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Ingeniería Sísmica, Diseño de proyectos estructurales",Disipadores sísmicos,Que nos den un enfoque practico,Comunicación,Liderazgo para manejar grupos de personas,(RRA20) INGENIERÍA CIVIL,2025
22,Masculino,,4,3,4,3,4,3,4,,No,,,,,,,,,,,,,,,,,,,No,,No estoy seguro/a,,c) No la conozco,"Sistemas operativos, desarrollo de aplicaciones web, arquitectura de computadores",tics,Mejorar planes de horarios y flexibilidad de entradas a estudiantes que ya cursaron en la politécnica,La entrada a solo estudiantes y ex estudiantes como parte de visita al campus,Liderazgo fortuito,(RRA20) DESARROLLO DE SOFTWARE,2025
24,Masculino,,5 (Totalmente desarrollado),3,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),3,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Parcialmente,No,Sí,No,Sí,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Fundamentos de programación, POO. Base de Datos, Sistemas Operativos, Fundamentos de Ingeniería en Software, Metodologías Agiles, Aplicaciones Web, Verificación y Validación Software, HCI, Calidad de Software, Usabilidad y Accesibilidad, Desarrollo de Software Seguro, Estructuras de Datos y Algoritmos, Inteligencia de Negocios","Uso de frameworks y tecnologías solicitas en la industria, Cloud, Gestión del Tiempo, Programas de certificaciones en tecnologías y herramientas para la ingeniería en software, Contenido apegado a la actualidad",Aprender nuevas cosas y explorar áreas desconocidas y no limitarse o tener miedo porque no se han cubierto en las materias de la carrera.,"Organización, Gestión del Tiempo, Trabajo en Equipo y Comunicación Efectiva","La habilidad a agregar sería la Adaptabilidad. Y la forma en la que la aplicaría consistiría en realizar varias actividades cada mes o cada quince días, con la finalidad de ser convertirme en una persona flexible y poder irme ajustando a las nuevas circunstancias de manera efectiva.",(RRA20) SOFTWARE,2025
25,Masculino,,4,3,3,4,4,4,4,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,No,No,No,Sí,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","POO, ingeniería de software, aplicaciones web",Materias para hacer despliegue de aplicaciones en servidores de la facultad,"Darle más importancia a materias como son las bases de datos, fundamentos de la programación","Comunicación, trabajo en equipo",Liderazgo,(RRA20) SOFTWARE,2025
23,Masculino,,3,3,3,4,3,3,4,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,4.0,Si,Parcialmente,No,Sí,No,Sí,No,No,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,"SEP, Instalaciones de medio voltaje, Distribución","Gestión de proyectos, programación, optimización",Que los profesores hayan trabajado en el sector eléctrico antes de dar clases,Gestión del tiempo,Utilización de IA,(RRA20) ELECTRICIDAD,2025
24,Masculino,,4,3,4,4,5 (Totalmente desarrollado),4,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,No,No,No,No,No,No,No,Sí,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","MCI, sistemas automotrices, dinámica, estática, transferencia de calor, diseño mecánico, termodinámica, ingeniería de soldadura, ingeniería financiera.","TICS avanzado, elaboración de cronogramas de trabajo, administración de equipos de trabajo.",Buscar docentes con basta experiencia en el campo industrial antes que en el campo de la investigación.,"Comunicación efectiva y sociabilidad,","Inteligencia emocional, fuerza de voluntad, capacidad de concentración y adaptabilidad",(RRA20) MECÁNICA,2025
27,Masculino,,4,4,4,4,4,4,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,2.0,Si,Parcialmente,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Si,De $461 a $1000,,,,,c) No la conozco,DESARROLLO EN JAVA,INTELIGENCIA ARTIFICIAL,INTEGRAR PROGRAMAS DE IA PARA ESTAR A LA BANGUARDI,LAS COMUNICATIVAS Y LAS DE EQUIPO,DE EQUIPO Y COMUNICATIVA,(RRA20) SOFTWARE,2025
24,Femenino,,3,3,4,3,4,3,4,,No,,,,,,,,,,,,,,,,,,,No,,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Redes, cloud, inteligencia artificial","Ciberseguridad, Big data","Incluir mayor partes prácticas, mejoras en los laboratorios","Liderar equipos, comunicación efectiva no tan técnico",Saber expresar mis ideas en entornos laborales,(RRA20) COMPUTACIÓN,2025
26,Femenino,,3,2,3,3,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Termodinámica, Balance de masa, Balance de energía, Tecnología de Alimentos, Bioingeniería y Simulación de Procesos Agroindustriales","Normas ISO, Buenas Prácticas de Manufacturas",Fomentar una mayor relación con la industria,"Adaptabilidad, Resolución de problemas, Gestión del tiempo",Creatividad e información para trabajar en la mejora continua de los procesos,(RRA20) AGROINDUSTRIA,2025
24,Masculino,,1 (Nada desarrollado),1 (Nada desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),3,5 (Totalmente desarrollado),,Si,Ecuador,Emprendimiento propio,Freelance / Por horas,Entre 6 meses y 1 año,4.0,Si,No,No,Sí,No,Sí,No,No,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Hci, desarrollo web, estadística, inteligencia artificial, bases de datos 1 y 2",Más temas de infraestructura y del ciclo de vida del software con ejemplos de la vida real,"Profesores más respetuoso, capacitados, sin problemas causados por la vejez y competentes.",Seguridad al expresarse,El expresarme con seguridad,(RRA20) SOFTWARE,2025
23,Masculino,,3,3,4,3,5 (Totalmente desarrollado),3,3,,No,,,,,,,,,,,,,,,,,,,Si,Mas de 2 años,Sí,"Falta de especialización, en los trabajos piden cosas que nunca se enseñan.",c) No la conozco,Tecnologías de la seguridad,"Protección en redes, economía del hogar,  leyes laborales","Segmentar las materias, hay materias que no llaman la atención y no te interesan y pierdes tiempo aprendiendo cosas que luego olvidarás y las que te gustan apenas si las ves",Más razonamiento y lógica sobre los temas,"Capacidad de enseñanza, el método de Richard Feynman para aprender es el más conciso, enseñar a otros alumnos te obliga a aprender bien y no aprender algo momentáneamente para luego olvidarlo cuando ya no lo necesites",(RRA20) DESARROLLO DE SOFTWARE,2025
23,Masculino,,4,2,4,4,5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Parcialmente,No,No,No,No,No,No,No,Sí,,Si,De $1001 a $1500,,,,,"a) Sí, la he utilizado para postularme a vacantes","Aplicaciones computacionales, Mecánica de materiales, Hormigón, Estructuras de acero, Diseño de proyectos","Cómo abordar proyectos y procesos para aprobación de proyectos, cimentaciones",Más oportunidades de pasantías y laborales,Comunicación,Comunicación asertiva,(RRA20) INGENIERÍA CIVIL,2025
26,Masculino,,3,2,3,3,4,2,3,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,Muchos denlos. Conocimientos requeridos en el campo laboral no se abordan en lo académico,"a) Sí, la he utilizado para postularme a vacantes","Econometria, finanzas, Economía Publica",Abordar mas temas relacionados a la carrera o a el campo laboral que te de un conocimientoque ouedas aplicar y sea requerido,Analizar el contenido de las materias esta desactualizado y no aborda oor completo los temas sino parcialmente,"Emprendimiento, gestión de proyectos e innovación",Emprendimiento,(RRA20) ECONOMÍA,2025
27,Masculino,,4,3,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,4,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Resistencia de materiales, cálculo, puentes, diseño de estructuras, sismica",Planificación urbana,Incentivar más a proyectos fuera de la universidad buscar más variedad y conjunto con los docentes desarrollar proyectos como construcciones,La forma de relacionarse mejor en el ámbito laboral,Responsabilidad,(RRA20) INGENIERÍA CIVIL,2025
25,Femenino,,5 (Totalmente desarrollado),3,3,4,5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,No,Sí,Sí,Sí,No,No,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,"Ing de alimentos, análisis instrumental, bioingeniería, agroindustrias","Sistemas de gestión, asuntos regulatorios",Afianzar conocimientos acerca de la normativa ecuatoriana,Comunicación efectiva,"Liderazgo, creando grupos y equipos de trabajo",(RRA20) AGROINDUSTRIA,2025
24,Masculino,,2,1 (Nada desarrollado),1 (Nada desarrollado),1 (Nada desarrollado),3,4,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,No,No,Sí,Sí,Sí,No,Sí,No,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Termodinámica, Gestión Empresarial, Transferencia de Calor","Liderazgo, Comunicación asertiva","Experiencia en el mercado laboral, no solo títulos","Comunicacion, expresión corporal, manejo de conflictos.",Ninguna,(RRA20) MECÁNICA,2025
25,Femenino,,4,3,4,4,4,4,4,,Si,Ecuador,Público,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,No,No,Sí,Sí,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes",Econometría,"Habilidades blandas, más programación",Mayor compromiso de los profesores en su método de enseñanza,Comunicación,Comunicación para mejorar la interacción personal,(RRA20) ECONOMÍA,2025
24,Femenino,,3,3,4,4,4,3,3,,Si,Ecuador,Público,Tiempo completo,Menos de 6 meses,4.0,Si,Si,No,Sí,No,Sí,No,No,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Mapas geológicos, mineralogía óptica, geología estructural, geología del Ecuador.","Levantamiento de mapas geológicos, lecturas de registros eléctricos de pozos",Las clases deberían tener más componente práctico.,Liderazgo,Liderazgo porque en la carrera de geología el trabajo en grupo es importante en todas las actividades que se desarrollan y es importante saber liderar un grupo de trabajo.,(RRA20) GEOLOGÍA,2025
25,Masculino,,3,1 (Nada desarrollado),2,3,3,3,3,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,La parte técnica y la experiencia,"d) No, pero me gustaría conocer más sobre cómo acceder","Protecciones , sistemas eléctricos de distribución , estabilidad de SEP",Parte técnica,Me gustaría que la carrera tuviera un poco más de inserción técnica más no mucho en teoría,La parte técnica,Desarrollar problemas de ingeniería en la parte técnica,(RRA20) ELECTRICIDAD,2025
27,Masculino,,3,4,3,1 (Nada desarrollado),5 (Totalmente desarrollado),3,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,No,No,Sí,No,No,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Inteligencia  Artificial, Bases de datos",TICS,Mejora en la integracion de los temas con la industria,"Gestion de tiempo,","Capacidad de resolución de problemas, para tomar mejores decisiones al momento de analizar procesos",(RRA20) COMPUTACIÓN,2025
27,Masculino,,4,3,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,c) No la conozco,"Gestión de Sistemas Productivos, Sistemas CAD/CAM, Diseño del Trabajo y Layout, Evaluación Integrada de la Producción, Comportamiento Humano de las Organizaciones, Simulación Análisis y Diseño,  Programación de la Producción, Cadena de Suministro, Métodos Determinísticos para la Producción",Ejercicios Prácticos en Laboratorios CNC,Se debería tener más acceso a proyectos con empresas,Pensamiento Crítico y Comunicación,"Comunicación, debería haber una materia enfocada a como mejorar tus habilidades comunicativas ya que la forma en la que te desenvuelves en la vida y en el ámbito laboral es con la habilidad de comunicarte de manera efectiva con los demás.",(RRA20) INGENIERÍA DE LA PRODUCCIÓN,2025
32,Masculino,,3,2,4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,De 6 meses a 1 año,Sí,"Al dar educación en habilidades blandas de debe llegar mejor a los estudiantes para que aprendan, algunos profesores solo mandan a leer la materia y luego toman pruebas sin haber dado mucha clase físicamente",c) No la conozco,"Data mining, software, Cisco","Cobit, desarrollo de modelos predictivos, programación",Profesores que tengan disposición y ganas de enseñar.,"Comunicación, presencia, expresión oral y corporal",Expresión corporal en toda presentación ayuda para no pasar desapercibido,(RRA20) COMPUTACIÓN,2025
